,ENT_LOC,ENT_LOC_U,ENT_MISC,ENT_MISC_U,ENT_ORG,ENT_ORG_U,ENT_PER,ENT_PER_U,POS_ADJ,POS_ADP,POS_ADV,POS_AUX,POS_CCONJ,POS_DET,POS_INTJ,POS_NOUN,POS_NUM,POS_PART,POS_PRON,POS_PROPN,POS_SCONJ,POS_SYM,POS_VERB,POS_X,adj_mod_nounc,nphrases,nphrases_length,objects_exc,objects_exc_u,objects_inc,objects_inc_u,stopwords,wordcount
1890_Finne_DoktorWangsBoern.0,115.0,62.0,40,35,19.0,16.0,968,151,2389,4349,4329,1741,1925,2031,254,6297,161,434,5007,1178,739,522,5818,550,1153,2163,5227,1121,824,336,191,18862,37724
1890_FriisJA_Lajla.0,384.0,122.0,217,75,23.0,17.0,1109,151,3177,5510,6137,2889,2971,3000,266,7970,230,648,5995,1588,1141,2299,7143,633,1468,2988,7130,1274,757,439,178,24573,51597
1890_Haagensen_Sejr.0,192.0,113.0,114,76,49.0,27.0,3326,166,5738,9752,12664,3737,6884,5590,657,17303,305,415,10137,3932,1818,9108,15551,1354,2800,5902,14141,2639,1306,966,343,42781,104945
1890_Hamsun_Sult.0,120.0,71.0,21,20,29.0,24.0,209,92,3257,6252,8355,2981,2815,3964,506,9068,289,831,10040,384,969,1709,9823,498,1593,3892,9023,1372,772,565,219,31514,61741
1890_HansenJ_Skuespillere.0,141.0,100.0,209,161,71.0,63.0,1437,353,4728,10063,12050,5257,3612,5103,1023,13074,190,1140,13322,2234,2178,5635,12138,1615,2123,5000,12089,1810,1132,509,228,46774,93362
1890_JoergensenJ_EnFremmed.0,131.0,95.0,46,38,24.0,24.0,713,117,2334,3720,3675,1117,1619,2055,122,5640,122,249,3227,933,341,1134,4351,285,1356,2173,5501,783,604,293,174,13882,30924
1890_Kristofersen_KjelbottenSanatorium.0,128.0,81.0,75,45,29.0,20.0,790,163,2911,5332,5184,2434,2628,2375,258,7582,112,611,6464,1133,955,2472,6863,601,1418,2662,6333,1236,885,330,180,22916,47915
1890_LieE_MedBlyanten.0,54.0,34.0,51,41,12.0,11.0,598,132,1260,2286,3052,941,1008,1082,298,3528,75,173,3045,892,316,1832,3145,397,564,1224,2993,524,388,132,94,10132,23330
1890_LieJ_OndeMagter.0,147.0,93.0,69,59,57.0,47.0,991,169,3143,5768,7177,2599,2166,2588,509,7779,197,657,7601,1488,943,5843,7621,857,1389,2686,6622,1289,976,386,206,25080,56936
1890_MoellerC_DerErForskjel.0,238.0,145.0,153,126,123.0,62.0,2193,204,7150,12047,14715,6071,4344,7323,901,15672,348,2021,14151,2674,2693,4178,15072,1241,3775,7189,17943,2263,1504,775,347,54834,110601
1890_MoellerEH_Overlaegen.0,74.0,43.0,44,39,16.0,15.0,199,71,2593,4157,5412,2803,1802,2934,119,5427,106,699,6764,335,1419,1098,5924,347,1189,2559,6065,814,522,258,119,23476,41939
1890_MoellerN_Haendelser.0,23.0,19.0,25,24,3.0,3.0,276,71,2182,3139,4682,1907,1970,1884,260,4400,56,407,4789,336,602,956,4527,175,1009,1780,4365,680,499,263,160,18212,32272
1890_Rist_EnRekrutFraFireOgTreds.0,156.0,88.0,96,60,25.0,22.0,541,81,2780,4432,5374,1825,2243,2590,322,6551,150,437,5046,854,735,2058,6180,540,1496,2589,6523,933,629,352,187,20409,42117
1890_Rist_Soldater.0,281.0,153.0,189,143,88.0,74.0,926,350,4444,6189,6159,2311,3142,3866,527,9835,247,559,5980,2015,942,3150,7432,1205,2844,4635,12090,1477,1017,470,219,25848,58003
1890_Schoeyen_DensvenskeNattergal.0,482.0,169.0,352,165,48.0,41.0,1397,249,5116,7110,6395,3720,2812,5147,311,12073,268,1054,7448,2226,1116,1504,9639,558,3561,6178,15559,1744,1145,486,246,31342,66497
1890_Schrep_VedLillebeltogvedOeresund.0,189.0,80.0,78,54,45.0,29.0,1668,210,7341,13123,18825,7785,5037,8000,1644,18473,309,1694,21971,2282,2911,8750,19844,838,3854,8492,20711,2169,1109,1053,316,70684,138827
1890_SkramA_SGMyreHellemyrsfolket.0,269.0,147.0,89,70,48.0,34.0,3096,405,4848,10032,12506,4837,4794,4099,903,13629,306,721,12223,4679,1888,6973,14118,2841,2081,4622,11188,2596,1521,704,305,46410,99397
1890_Valseth_HotelHaukenaes.0,88.0,46.0,37,26,8.0,8.0,455,78,1473,2877,3357,1198,1176,1319,145,3729,49,303,3528,708,463,2174,3894,355,768,1533,3802,490,391,154,109,12238,26748
1891_Adolphus_AntonioEllerBjergenesKonge.0,339.0,118.0,135,92,98.0,51.0,6133,452,7971,13192,18097,8729,6589,9769,975,22005,401,1665,20411,7115,2583,6565,25947,2284,3680,9530,21977,3430,1459,1037,277,71765,154298
1891_AndersenFO_EtBrud.0,87.0,66.0,24,22,34.0,18.0,954,64,2486,4393,6327,2893,1776,2697,281,5966,168,671,7565,1161,1051,2096,7121,443,1103,2601,6080,919,601,372,151,24124,47095
1891_BruhnM_AltForFaedrelandet.0,196.0,84.0,119,79,59.0,46.0,739,159,3606,5568,5940,2843,1825,3350,288,8188,140,691,6741,1320,946,2882,6964,344,1874,3522,8704,1134,778,346,190,24964,51636
1891_Finne_ToDamer.0,146.0,93.0,61,54,21.0,21.0,644,173,2892,4962,4608,1643,2050,2685,348,6849,162,491,4856,974,781,611,5612,692,1498,2672,6686,1033,793,328,188,19835,40216
1891_Gioerup_Hildur.0,947.0,256.0,428,116,114.0,69.0,3619,519,3645,7225,6193,4833,2913,4659,228,11201,209,837,9085,4960,1692,4315,11122,649,1794,4902,11414,1585,824,480,172,33739,73766
1891_HansenJH_Oprejsning.0,303.0,153.0,133,97,50.0,38.0,667,160,2729,6058,7396,3293,2135,3078,449,7747,115,771,7709,1160,1259,2765,7220,725,1271,2975,7145,1077,743,348,182,28112,54609
1891_JensenH_Kapellanen.0,154.0,64.0,45,34,50.0,37.0,1682,171,3517,6352,7521,4176,2722,3872,316,10012,168,894,8655,1863,1595,4733,9080,658,1772,3819,9105,1312,798,415,198,31813,66134
1891_Kielland_Jacob.0,63.0,36.0,30,27,28.0,24.0,1036,173,3256,4763,5464,2499,2396,2888,139,6777,104,497,5889,1450,1083,2277,6560,902,1583,3019,7316,1000,723,332,170,22000,46944
1891_Markman_PovlBreinum.0,126.0,85.0,98,65,46.0,38.0,1176,187,4519,7077,6739,3149,2373,4824,272,10242,159,931,7172,1612,1250,1333,8225,557,2455,4782,11684,1299,925,528,238,29319,60434
1891_Meldgaard_BrydningerEllerIvarOgSigrid.0,264.0,127.0,147,79,48.0,26.0,1175,220,4275,5932,5535,3252,3235,3967,321,10589,182,799,6448,1608,1453,2785,8269,715,2332,4173,10098,1524,971,450,211,27202,59365
1891_MoellerC_HotelDania.0,227.0,109.0,192,123,97.0,56.0,1359,213,5663,9442,11278,4726,3126,5750,667,12213,255,1671,10737,2107,2004,3283,11784,1191,2976,5612,14003,1826,1263,644,293,41899,85897
1891_Nansen_EtHjem.0,39.0,31.0,24,23,10.0,9.0,600,48,1250,2104,2631,1327,877,1159,144,2576,87,259,3312,722,497,1185,2902,245,540,1144,2810,348,258,156,89,10795,21277
1891_Nyblom_DigtogVirkelighed.0,264.0,141.0,184,119,29.0,20.0,612,174,7551,9412,10623,4616,4794,6700,346,14605,201,1109,11688,960,1508,3532,13093,557,4882,7243,19239,2227,1332,785,323,44933,91295
1891_OlsenV_MensMyrterneVisne.0,28.0,24.0,11,11,14.0,8.0,387,43,2006,2914,4721,1889,1561,1782,153,3799,64,478,4222,473,837,650,4308,160,998,1741,4320,481,363,186,101,16042,30017
1891_Paulsen_BrosefraBergenudenlands.0,341.0,130.0,313,189,38.0,33.0,1471,316,3668,4985,5114,2178,1810,3497,179,7847,95,582,5214,2415,605,3222,6271,833,2418,4122,10702,1311,955,473,274,21660,48515
1891_Pontoppidan_Muld.0,177.0,80.0,66,52,27.0,24.0,857,140,5200,8994,8791,3360,2901,5410,244,13390,291,1125,7590,1196,1430,2216,9040,500,3064,5559,13802,1872,1260,580,303,34124,71678
1891_Povlsen_EnkensSkat.0,76.0,46.0,17,14,18.0,14.0,545,89,1535,2465,2911,1389,1481,1737,117,4339,56,356,3004,690,535,971,3499,288,885,1881,4574,658,458,252,123,12249,25373
1891_Reiserer_EnSergent.0,161.0,111.0,117,87,41.0,38.0,622,121,5184,7101,7394,2898,2595,4827,153,10776,231,807,5844,896,1027,1578,7284,409,3577,5350,14286,1391,1064,458,240,27876,59004
1891_Rode_Styrke.0,59.0,24.0,14,14,3.0,3.0,391,46,1608,2302,3381,1237,902,1574,190,2930,42,321,4339,509,500,955,3895,215,861,1696,4225,274,187,165,79,12979,24900
1891_SommerLP_HerrernePaaHammershus.0,152.0,92.0,58,37,46.0,37.0,1242,227,1997,3862,3849,1701,1419,2419,187,7126,84,329,4150,1697,653,2528,5736,1112,1220,2860,6952,895,600,344,160,15920,38849
1891_Tuxen_PaaLovensGrund.0,246.0,57.0,49,27,30.0,21.0,1978,168,6580,9896,11945,5902,4140,6737,408,13665,179,1412,13035,2380,2143,3057,13600,788,3889,7249,18293,1844,926,606,201,47720,95867
1892_AndersenFO_EtHjemsDroem.0,115.0,38.0,34,26,17.0,16.0,462,67,2046,3401,4850,2335,1328,2457,215,5230,138,541,5565,671,859,1684,5374,333,1018,2329,5459,791,507,336,134,18955,37027
1892_BruunL_Antonius.0,68.0,55.0,115,40,37.0,18.0,787,90,2015,3457,2989,1461,1229,2029,34,4881,62,489,3282,988,674,623,3927,222,1120,2043,4955,731,513,252,136,13547,28362
1892_Dan_Praerierosen.0,81.0,46.0,161,64,110.0,41.0,605,173,2528,2976,3233,1579,1586,1815,180,5177,63,301,3052,963,478,1012,4019,1059,1258,2003,5023,784,580,222,114,13547,30021
1892_EwaldHF_ClaraBille.0,837.0,286.0,166,106,85.0,56.0,4001,445,5413,10616,10747,5672,4815,6763,305,15420,283,1118,12382,5900,2493,4572,14606,2201,2883,7451,17311,2057,1140,781,299,48443,103306
1892_Hamsun_Mysterier.0,199.0,107.0,114,78,35.0,27.0,1260,220,6268,10197,15728,6788,5409,6422,1676,14879,550,1237,19751,1603,2321,3450,17263,1215,2760,6378,14832,2342,1210,962,305,60291,114757
1892_Henckel_JosiasRantzau.0,367.0,170.0,188,99,49.0,42.0,1176,317,4138,7171,6611,2952,2906,4646,249,10244,134,968,6888,2054,974,2681,8212,687,2235,4721,11662,1501,1098,433,235,28829,61515
1892_JensenH_PastorDahlberg.0,299.0,128.0,63,49,48.0,33.0,976,116,3530,5676,7076,3575,2253,3445,398,8622,142,739,7779,1337,1077,5647,8029,507,1787,3393,8280,1230,796,400,215,27973,59832
1892_JoergensenJ_Sommer.0,92.0,67.0,47,47,11.0,11.0,390,73,1901,2621,2094,554,1104,1679,32,4030,57,164,1772,523,142,557,2562,196,1235,1797,4642,579,474,243,147,8881,19988
1892_Kieler_IEnLysengelsSkikkelse.0,155.0,85.0,114,61,33.0,31.0,646,145,2412,3850,4505,1986,1598,2219,158,6823,84,308,4997,945,502,2132,5447,285,1205,2274,5579,993,701,276,153,17813,38251
1892_Lander_Hjertekilden.0,76.0,46.0,21,13,6.0,5.0,551,49,2971,4400,3838,1613,1742,3501,88,7055,37,621,4249,739,711,845,5523,169,2265,3853,10006,940,612,353,155,17816,38102
1892_LundO_NogleOptegnelserafengammelDame.0,85.0,40.0,39,23,30.0,25.0,420,89,1591,2617,3515,1412,1331,1488,58,3644,131,365,3047,573,721,435,3366,284,877,1640,4089,507,396,181,114,12652,24578
1892_MadsenOgHenriques_Tjenestefolk.0,125.0,94.0,85,71,59.0,41.0,1041,186,2433,3892,3536,1390,982,2417,143,5541,202,465,2869,1348,651,1106,3702,585,1396,2492,6286,779,616,302,206,14037,31262
1892_MadsenOgHenriques_VedHoejenMast.0,322.0,207.0,203,122,141.0,111.0,835,216,3996,7070,5512,2137,1673,3722,127,10321,349,860,4526,1568,1030,1764,6260,768,2486,4262,10581,1388,1053,458,261,23040,51683
1892_MadsenO_GladeUngdom.0,147.0,104.0,88,64,25.0,22.0,1209,178,4970,6968,8777,3124,2753,4592,564,10686,215,682,8874,1909,1017,4816,9124,748,2606,4895,12330,1416,889,637,252,32311,69819
1892_Michaelis_Vanemennesker.0,80.0,58.0,71,62,23.0,21.0,845,161,5449,7174,6471,2509,2967,5043,200,11519,154,853,7191,1104,796,2561,9305,354,3140,5078,12640,1713,1149,719,329,29691,63650
1892_MoellerO_LysOverLandet!.0,181.0,79.0,109,56,107.0,48.0,752,120,4419,6847,7680,4068,2272,4198,187,9383,160,1028,8062,1136,1123,2192,8386,507,2684,4764,11825,1100,720,431,183,31104,61648
1892_Muusmann_PaaSolsiden.0,40.0,31.0,37,33,13.0,10.0,259,85,1679,2428,2692,1316,988,1599,104,3738,102,237,2791,369,453,609,2959,172,901,1509,3795,512,432,185,138,10988,22236
1892_Nansen_FraRusaaret.0,70.0,40.0,40,35,37.0,30.0,294,101,2183,3105,3829,2138,1224,1971,88,4014,123,460,4906,453,1002,435,3800,293,959,1984,4784,576,407,214,110,16613,30024
1892_NielsenO_Roedegaardsdrengen.0,77.0,51.0,62,42,57.0,36.0,388,74,1819,2908,2914,1467,1195,1993,105,4733,47,302,3007,595,480,1089,3448,294,1234,2278,5768,645,484,213,137,12603,26396
1892_PetersenM_KuedePlanter.0,41.0,28.0,37,32,45.0,11.0,406,90,1729,3104,2494,952,557,1732,66,4277,42,265,3291,575,315,1159,3773,265,1112,1964,5064,510,384,166,105,11664,24596
1892_Pontoppidan_DetForjaettedeLand.0,157.0,81.0,69,50,40.0,28.0,994,156,4702,7785,8074,3336,2684,4875,301,11439,250,1040,7294,1289,1169,2322,8298,448,2764,4900,12233,1664,1155,481,237,31372,65306
1892_Prydz_Arnak.0,97.0,69.0,55,49,33.0,16.0,919,169,3660,5108,7079,3273,2411,3080,129,6603,166,749,7355,1151,1089,1765,7113,743,1735,2954,7423,1013,735,308,168,26378,51474
1892_Reiserer_FraKaserneogGeled.0,54.0,46.0,29,26,18.0,18.0,183,58,1551,2145,2203,966,785,1406,49,3626,135,193,1585,289,273,594,2261,132,1057,1651,4315,504,440,162,125,8181,18193
1892_Richter_DonRedandoEllerKaerlighedOgKamp_1.0,199.0,90.0,262,119,196.0,107.0,2612,438,6384,8803,10485,4539,3387,6905,423,13779,463,890,11120,3920,1536,6097,12908,1510,3947,7803,20028,1957,1150,816,292,41982,93149
1892_Richter_DonRedandoEllerKaerlighedOgKamp_1.1,325.0,119.0,204,96,179.0,93.0,2286,425,6347,8792,10243,4737,3533,6904,380,14402,338,926,11051,3386,1510,5588,12494,1443,3956,7717,19666,1923,1184,729,281,42095,92074
1892_Richter_DonRedandoEllerKaerlighedOgKamp_2.0,732.0,250.0,383,231,275.0,159.0,4225,801,11614,15407,18137,8157,5401,12429,687,24791,663,1721,19475,6687,2662,10258,21684,2928,7321,14268,36740,3193,1712,1263,395,73449,162701
1892_Schandorph_PoetOgJunker.0,870.0,357.0,775,416,117.0,98.0,1865,655,6083,9096,6180,3298,2846,6503,459,14837,317,654,7764,3972,1183,1776,10431,837,3524,7043,17487,2137,1431,703,317,33560,76236
1892_Schjoerring_EnKrise.0,176.0,78.0,133,83,29.0,24.0,769,120,3494,5106,5957,2769,1869,3351,218,6791,132,661,7156,1069,1055,2824,7032,385,1992,3673,9295,948,632,301,155,24880,49869
1892_Secher_HoerupsValgkredsAar1902.0,447.0,200.0,174,75,97.0,74.0,471,119,3740,6564,7437,3501,2457,3531,213,9353,185,739,7106,1238,1406,981,7529,505,2391,4233,10530,1243,947,407,200,28910,56485
1892_Skram_Forraadt.0,88.0,58.0,112,58,12.0,10.0,1295,128,2584,5109,6465,2646,2594,2442,427,6811,141,490,7016,1814,935,3220,7439,691,1170,2514,6034,1216,792,361,205,23935,50824
1892_Valseth_TidligHoest.0,121.0,65.0,35,32,25.0,21.0,1007,112,4316,7612,10185,3598,3041,3666,492,9184,272,1242,9560,1468,1411,4217,9997,899,1929,3911,9415,1349,888,501,246,33494,71160
1892_Vibe_ForLivetellerpaaOpsigelse.0,53.0,20.0,131,17,47.0,17.0,392,50,1382,2100,2018,1117,869,1356,103,3448,103,240,2516,512,424,1267,2920,215,873,1542,4015,482,342,164,99,9272,20590
1893_Abildgaard_Fortidsminder.0,241.0,114.0,82,49,42.0,34.0,637,198,3016,4048,3758,1959,1683,3042,72,7037,111,423,3890,1020,859,1233,5047,299,1663,3056,7487,857,622,333,179,17486,37497
1893_AndersenFO_Irma.0,19.0,16.0,15,14,28.0,4.0,606,41,1924,2998,4629,2322,1318,2184,284,4466,105,461,5969,707,743,1484,5470,220,818,2028,4736,710,447,266,105,18563,35284
1893_AndersenT_EnArbejdersDoetre.0,239.0,142.0,63,47,56.0,33.0,1154,147,3162,5473,8256,3775,2375,3063,450,7686,377,790,8448,1635,1115,4025,8570,622,1502,3165,7665,1247,739,549,243,29510,59822
1893_Baadsgaard_ToUngeKvinder.0,129.0,62.0,45,31,20.0,18.0,1291,74,4383,5987,6090,2978,2299,4038,120,8555,86,761,6666,1567,1143,2093,7358,326,2349,3978,9957,1017,600,424,187,26826,54450
1893_Betzonich_PeterJensen.0,58.0,48.0,59,47,15.0,14.0,898,140,2653,3024,3520,1597,1470,2493,344,5811,102,269,4341,1372,274,3752,4881,576,1540,2760,6799,1046,698,379,195,15096,36479
1893_Bjoernsen_TilHoestaftenerne.0,233.0,136.0,123,84,118.0,54.0,1331,262,5224,7009,7855,4016,4131,5246,233,11611,170,1109,9231,1890,1888,2776,10773,915,2728,5324,12930,1844,1172,570,239,36005,74077
1893_Boecker_Soeskende.0,122.0,56.0,23,18,16.0,15.0,1443,103,5400,9128,13515,5785,4625,4963,800,11586,173,1129,14435,1589,1918,4652,13781,462,2236,4744,11291,1459,788,556,208,49445,93941
1893_Brosboell_Gazela.0,205.0,125.0,90,67,41.0,29.0,973,211,2771,4465,4649,2020,1943,3293,122,6915,276,594,5881,1433,612,1244,6901,851,1343,3068,7462,1223,811,434,218,20823,43970
1893_Brummer_EnKamp.0,76.0,46.0,45,42,22.0,14.0,665,92,2661,4089,5846,2630,1298,2694,505,5733,79,529,7002,942,696,3961,6024,198,1153,2503,6022,725,500,317,164,22604,44887
1893_ChristensenC_LivetPaaRavnholt.0,105.0,42.0,11,7,10.0,9.0,342,54,1898,3179,3371,1673,967,1993,106,4566,93,405,3684,441,548,884,3762,160,988,1902,4588,616,400,207,107,14326,27730
1893_Gioerup_BristedeIllusioner.0,191.0,107.0,141,69,82.0,49.0,1312,141,1739,3281,3397,2459,1258,2168,203,4988,142,545,4709,1657,765,2304,5281,335,887,2175,5035,689,467,229,118,16570,35231
1893_Hamsun_NyJord.0,225.0,91.0,76,51,51.0,35.0,1872,147,4879,8093,13133,5617,4086,4687,1380,11479,295,1014,14981,2316,1562,3153,14258,981,2040,4755,11032,1842,981,725,243,46737,91914
1893_Hamsun_RedaktoerLynge.0,132.0,55.0,96,37,123.0,48.0,1090,124,3488,5796,7532,3853,2420,3761,470,9037,176,766,7950,1362,1032,1469,8385,674,1716,3710,8668,1329,758,393,174,28790,58171
1893_HansenJ_UngeMenneskerogPilgrimme.0,174.0,89.0,156,80,17.0,17.0,397,124,2458,4679,6752,2575,1682,2574,378,5979,101,581,6287,733,1153,2411,5850,441,1361,2751,6895,837,593,280,156,22994,44634
1893_Helms_Grib.0,506.0,213.0,124,66,143.0,55.0,928,194,3294,6599,6893,3150,2943,3851,287,9172,215,835,6636,1752,1547,1664,7482,740,1688,3930,9430,1174,788,519,233,28548,57060
1893_Houlberg_Aspiranter.0,87.0,52.0,62,45,26.0,19.0,744,106,2211,4345,4559,2228,1528,2493,184,6487,243,650,4445,1012,986,2797,5220,279,1383,2936,7135,856,631,364,196,18501,39667
1893_JoergensenJ_LivetsTrae.0,175.0,127.0,74,68,31.0,24.0,626,119,3185,4209,3495,996,1999,2547,69,6975,147,256,3093,946,302,976,4581,234,1980,2965,7619,1030,725,366,197,14811,34010
1893_KragT_Mulm.0,92.0,53.0,65,49,14.0,13.0,289,100,2518,3370,4699,1816,2146,2014,277,5079,110,351,5254,503,739,1106,5517,353,1109,2039,4983,762,538,282,156,17880,35852
1893_LarsenK_Cirkler.0,301.0,147.0,281,151,34.0,32.0,385,208,2998,5039,5465,2051,1945,2900,189,6880,192,502,4895,958,653,1570,5258,527,1982,3359,8616,999,764,389,223,20731,42022
1893_LevetzowC_NyeDage.0,31.0,16.0,29,22,6.0,6.0,450,68,2007,2468,4050,1777,1611,1797,335,4865,77,284,4552,504,539,2520,4797,294,1106,2007,5002,739,498,271,150,15488,32477
1893_LieJ_Niobe.0,133.0,83.0,56,52,59.0,43.0,1125,176,3363,6402,7546,2794,2523,3050,426,8739,227,784,7858,1538,1053,5647,8393,1213,1591,3129,7707,1530,1113,429,200,27271,61556
1893_MadsenOgHenriques_StudentensGladeLiv.0,128.0,80.0,92,74,68.0,36.0,1221,198,2737,4229,4660,1790,1275,2736,217,6234,188,494,4338,1989,691,2782,5108,680,1600,3215,8021,836,604,377,214,17498,40148
1893_MoellerC_Navnefaettere.0,210.0,116.0,153,113,70.0,47.0,1804,184,5553,9166,11842,4589,3226,5494,805,11966,318,1595,10562,2340,1886,3913,11575,1010,3431,5983,15664,1661,1187,599,296,41318,85840
1893_Nansen_JuliesDagbog.0,91.0,54.0,44,39,23.0,18.0,389,87,3474,4957,5781,2803,2328,3194,194,6826,138,664,8082,578,1240,1527,6936,273,1649,3182,7674,911,623,399,183,26181,48995
1893_NielsenZ_Kulsviere.0,332.0,185.0,90,76,46.0,40.0,1314,229,4897,8165,7952,3390,3627,4613,730,12441,341,615,8526,2031,1052,3904,9970,532,3121,5540,14079,1861,1195,632,284,34555,72786
1893_Nordentoft_Jens.0,56.0,40.0,76,57,8.0,7.0,590,122,3815,5879,6423,2795,3119,3968,144,7936,96,885,7469,911,1223,1095,7494,437,2394,4393,11168,1128,722,425,199,27839,53689
1893_NormanHansen_DoktorPedersenSkals.0,196.0,72.0,46,32,35.0,23.0,668,87,2724,4593,4895,2188,1762,2666,118,6075,120,550,4836,996,699,1059,5031,288,1812,3028,7542,761,544,266,163,19735,38600
1893_OestergaardV_NielsRibesAeventyr.0,622.0,235.0,447,138,108.0,76.0,2189,315,6109,10587,9960,5008,4420,6716,173,16644,171,1234,12228,3862,2018,4157,13664,1256,4003,8648,21420,2281,1228,848,292,46394,98207
1893_Ottosen_Alavastegir.0,21.0,10.0,25,10,1.0,1.0,226,37,1389,1928,1525,718,1215,1530,8,3756,89,138,1726,299,257,267,2569,45,778,1455,3494,600,331,247,117,8355,17459
1893_Roth_Garnisonsliv.0,115.0,73.0,89,73,100.0,63.0,1453,214,5573,9494,9314,3084,2817,6269,412,13511,380,1223,7529,2042,1539,3028,9590,1406,4093,6983,18311,1674,1068,516,200,34782,77211
1893_Schjoerring_SkiftendeTider.0,227.0,75.0,53,44,45.0,22.0,868,100,3796,5414,6293,2864,1905,3544,207,7394,118,756,6551,1196,1103,2153,6945,329,1874,3371,8320,985,668,315,171,25062,50568
1893_Schoeyen_EtLoefte.0,220.0,99.0,134,90,43.0,25.0,1379,179,4959,7002,6813,3586,2991,4471,329,10924,197,945,7674,1751,1320,1327,9297,541,3216,5344,13440,1483,986,550,258,30988,64127
1893_WintherH_HerregaardogPraestegaard.0,67.0,29.0,35,21,7.0,6.0,1298,98,2871,4286,4998,2341,2051,2874,250,6583,58,634,5918,1487,839,3072,6793,416,1628,3180,7944,861,543,311,147,21301,45471
1894_Aagaard_UnderligeFyre.0,155.0,96.0,169,106,69.0,45.0,1456,303,3212,4624,5091,1904,2271,2868,591,7326,151,369,5263,2567,682,5278,6009,1254,1629,3206,7849,1373,914,427,200,19912,49460
1894_Bergstroem_Vendepunkter.0,91.0,50.0,20,19,20.0,10.0,52,35,2947,4986,5559,2437,2022,3023,166,6768,123,686,6753,202,1026,1203,6506,475,1476,2889,6856,889,621,344,175,23855,44882
1894_Bey_JulenissenSpinder.0,31.0,24.0,30,28,19.0,7.0,393,79,1162,1767,2425,963,953,1099,154,2821,63,225,2599,488,357,1021,2774,73,582,1115,2724,400,298,169,109,9246,18944
1894_Bierfreund_EnSommerdroem.0,59.0,43.0,33,31,4.0,4.0,275,62,1574,2574,2153,1067,1416,1401,24,3970,69,231,2450,361,331,162,3199,75,883,1449,3545,654,480,261,144,10397,21057
1894_Birck_FamilienDanmark.0,1197.0,390.0,585,285,188.0,134.0,3637,574,8004,11998,15267,7810,5361,7959,1060,19406,515,1167,15464,5432,1831,7696,17393,1478,4081,8129,20073,2815,1794,818,368,59471,127841
1894_Bjoernsen_EnKvinde.0,192.0,70.0,81,51,292.0,55.0,3036,218,10785,15198,14668,8027,7633,13152,222,25779,99,2841,19008,3587,3665,1839,22483,1908,6220,12783,30803,4238,1752,1047,226,73625,150894
1894_Bruhn_DenUngeFrue.0,66.0,30.0,23,21,2.0,2.0,412,73,1516,2595,3244,1629,919,1507,226,3627,73,359,3907,549,525,1460,3590,219,706,1491,3630,507,358,233,138,13110,25945
1894_BruunL_SvendFelding.0,245.0,132.0,144,95,38.0,34.0,1507,218,4604,7495,8408,3823,2992,4415,270,10383,162,736,9959,2160,1284,4759,10128,552,2295,4296,10661,1518,1048,517,236,34741,72130
1894_Cavling_FraDeDybeDale.0,248.0,154.0,148,116,106.0,60.0,1130,143,4404,7325,6306,2634,3234,4922,233,12181,232,565,7068,1560,1311,1537,9473,344,2731,4963,12114,1873,1181,618,259,29416,63329
1894_ChristiansenE_Hjarl.0,210.0,112.0,155,108,42.0,40.0,979,186,5959,9664,11018,4490,4306,5776,497,12781,206,1047,13125,1533,1618,4195,12011,791,2942,5453,13332,1858,1142,591,251,44846,89017
1894_ClaussenS_UngeBander.0,179.0,81.0,125,100,40.0,31.0,1502,203,3939,5330,4497,1929,2148,3305,292,8070,238,492,4985,2045,679,1766,6233,530,2166,3739,9361,1135,782,348,178,21153,46478
1894_Eegholm_SmaaKanaler.0,90.0,62.0,37,27,21.0,11.0,456,75,2938,4357,6158,2897,1926,2759,204,6274,68,789,6593,797,1282,2139,6495,603,1434,2664,6396,1029,699,323,157,23477,46279
1894_Gjellerup_PastorMors.0,30.0,28.0,45,42,5.0,4.0,177,75,1952,2368,2944,1219,940,2020,78,3866,35,251,2500,270,489,453,2745,272,1127,1849,4687,515,430,163,105,10803,22402
1894_Gundesen_Nedarvet.0,57.0,43.0,37,30,15.0,13.0,687,89,2144,3528,3564,1381,1036,2146,131,4860,225,424,3204,849,515,1631,3852,265,1121,2108,5195,602,469,186,123,13719,29755
1894_Hamsun_Pan.0,87.0,41.0,33,30,13.0,8.0,539,66,1870,3624,4486,1929,1978,2460,298,5530,218,337,7062,671,650,1356,6698,400,886,2456,5561,883,518,397,178,20513,39567
1894_HansenJ_EtKarnevalINizza.0,176.0,110.0,178,129,47.0,37.0,543,183,2302,4280,5077,1875,1466,2269,297,5850,79,514,4827,1177,763,2143,4918,407,1172,2406,5893,879,634,236,119,18454,38244
1894_Hoem_AabyApotek.0,167.0,92.0,109,87,27.0,25.0,858,154,3263,5157,6230,2432,1833,3197,411,7795,118,641,5737,1253,889,2722,6813,448,2217,3637,9584,949,710,441,230,22809,48939
1894_Jespersen_Kursuskammerater.0,61.0,36.0,46,40,14.0,10.0,1373,158,4093,5642,6465,2733,2362,3501,215,7999,77,894,6204,1588,1111,1371,7344,283,2543,4039,10589,1063,712,339,182,25316,51882
1894_JohansenL_TilNordpolenprBallon.0,321.0,124.0,152,93,59.0,28.0,1035,85,2507,5267,4399,2595,1702,2764,86,7893,378,789,4825,1493,1084,1709,6530,225,1626,3325,8148,1182,757,461,202,20713,44246
